ID,Tipo de inmueble,Precio (admin_included),Estrato,Baños,Habitaciones,Parqueaderos,Area,Area Privada,Piso,Facilities,Descripción,Antiguedad,Estado
191903441.0,Apartamento,3600000.0,4.0,2.0,2.0,1.0,65.0,65.0,0.0,"Alcantarillado, Ascensor, Bahía exterior de parqueo, Barra estilo americano, Baño compartido, Calentador, Cerca centro comercial, Cerca de Zona Urbana, Closet, Cocina Integral, Cocina tipo Americano, Comedor, Cómodas vias de acceso, En conjunto cerrado, En Edificio, En zona Comercial, En zona residencial, Escalera de Emergencia, Garaje / Parqueadero(s), Hall de Alcobas, Instalación de gas, Parqueadero Visitantes, Parques cercanos, Piso en Baldosa /  Mármol, Piso en Madera, Restaurantes, Salón Comunal, Seguridad, Servicios independientes, Servicios Públicos, Shut de basura, Sobre vía principal, Sobre vía secundaria, Supermercados / C.Comerciales, Tarjetas inteligentes, Todos los Servicios, Trans. Público cercano, Ventilación Natural, Vigilancia privada 24*7, Vista panorámica, Zona de BBQ, Zona de lavandería, Zona Residencial, Área Urbana","Espectacular apartamento en arriendo nuevo para estrenar, ubicado en un sexto piso en el barrio Quinta Paredes de 64 M2, a pocos minutos de la Fiscalía y la Embajada de los Estados Unidos, y a media cuadra de la calle 22, zonas comerciales y transporte público a toda la ciudad. Al ingresar, encontrará una amplia sala-comedor con cocina abierta tipo americano, completamente dotada y para estrenar. Los pisos son en madera laminada y cerámica, y los muebles son en madera. Dispone de una acogedora alcoba principal con baño privado y vestier, una segunda alcoba , baño social, además de un balcón. Incluye parqueadero cubierto y depósito. Para más información, no dude en contactarnos al correo electrónico john.hernandez@inmobiliariabogota.com o al teléfono 314 3688704.El equipo de Inmobiliaria Bogotá está comprometido a brindar una experiencia de vida excepcional para nuestros clientes desde el momento en que se unen a nuestra comunidad. 1132-2021213529",menor a 1 año,
192010742.0,Apartamento,2850000.0,4.0,2.0,2.0,1.0,109.0,,0.0,"Balcón, Cocina Integral, Colegios / Universidades, Parques cercanos, Patio, Piso en Baldosa /  Mármol, Supermercados / C.Comerciales, Trans. Público cercano, Zona de lavandería, Zona Residencial",Área construida: 109 m2. Construcción de 2 pisos. Antigüedad: Anotación 1 CTL: 1937. 2 habitaciones. 2 baños.  Sala comedor. Cocina integral.  Patio lavandería. Garaje: 1. Estrato 4. Vista principal: Carrera 22. ⭕⭕ CONSTRUCCIÓN: Casa de dos apartamentos. Servicios: Agua y energía. Comparten servicio de agua.  Estufa trifásica.  Se renovó la estructura de cubierta. Se instaló estructura metálica. DISPONIBLE 1 DE ABRIL DE 2025.,más de 30 años,
191402553.0,Apartamento,5125264.0,4.0,3.0,3.0,2.0,170.0,170.0,0.0,"Alcantarillado, Baño Auxiliar, Bombas de gasolina, Cableado de Red, Cerca centro comercial, Citófono, Closet, Comedor, Cuarto de servicio, En Edificio, En zona residencial, Garaje / Parqueadero(s), Garaje Cubierto, Instalación de gas, Parqueadero Visitantes, Patio, Piso en Alfombra, Piso en Baldosa /  Mármol, Piso en Madera, Portería / Recepción, Puerta de seguridad, Restaurantes, Salón Comunal, Servicios independientes, Servicios Públicos, Sobre vía principal, Sobre vía secundaria, Todos los Servicios, Trans. Público cercano, Ventilación Natural, Vigilancia 24x7, Vigilancia privada 24*7, Zona de lavandería, Zona Residencial, Zonas Verdes, Área Rural","Apartamento dúplex de 170 mts consta de tres habitaciones con closet, tres baños, sala, comedor, cocina integral cuarto de servicio con baño,dos garajes.El apartamento cuenta con excelente luz natural,buenas vías de acceso la carrera 30 .la calle 63 paraderos de SITP y estación de transmilenio Movistar arena cerca de centros comerciales,movistar arena y el estadio el campín. 2-3529",16 a 30 años,
10740334.0,Casa,680000.0,4.0,1.0,1.0,,15.0,15.0,2.0,"Amoblado, Baño Auxiliar, Calentador, Colegios / Universidades, Parques cercanos, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Campestre, Zona Comercial, Zona Residencial","Casa de familia que cuenta con Habitación amplia, buena Luz natural con excelente transporte cerca a estación de Transmilenio o sitp, supermercados, panaderías, carnicería, droguerías, bancos, Cajeros, Oxxo 24 horas, parques y universidadades se recomienda persona sola que trabaje fuera de casa sin ningún tipo de mascota más información cel 3192444102",más de 30 años,
192053458.0,Casa,6500000.0,4.0,6.0,5.0,4.0,390.0,,0.0,"Chimenea, Piso en Baldosa /  Mármol, Piso en Madera, Terraza","Magnifica casa de uso múltiple, bastante iluminada 12 metros de frente X 18 de fondo, 2 niveles compuestos por dos naves frente y fondo del inmueble,  ideal para entidad educativa, salud, comercio y vivienda, parqueadero con capacidad de 4 carros, salón amplio con chimenea, amplios espacios con posibilidad de más oficinas, cocina amplia con comedor auxiliar para el personal con área de 17 metros, patio interior cubierto.",más de 30 años,
7800832.0,Apartamento,2000000.0,4.0,2.0,2.0,1.0,75.0,75.0,0.0,"Trans. Público cercano, Zona Residencial","Apartamento duplex en arriendo 2 Habitaciones, sala comedor, cocina semi integral, 2 baños, zona de lavado, parqueadero propio. ",,Buen estado
192028639.0,Apartamento,1500000.0,5.0,1.0,1.0,1.0,60.0,60.0,1.0,"Calentador, Cocina Integral, Colegios / Universidades, Parques cercanos, Patio, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Zona Comercial, Zona de lavandería, Zona Residencial","ARRIENDO APARTAESTUDIO INDEPENDIENTE CON SERVICIOS INCLUIDO, CONSTA DE: 1 HABITACION, AMPLIA ILUMINADA CON PERSIANAS, BAÑO COMPLETO CON DUCHA ELECTRICA, SALACOMEDOR Y COCINA INTEGRAL ESTUFA ELECTRICA, TIENE UN PATIO COMPARTIDO CON AREA DE LAVANDERIA, Y PARQUEADERO AMPLIO PARA VEHICULO O MOTO, TECHADO.  EXCELENTE UBICACION, INCLUYE SERVICIOS DE AGUA Y LUZ.  ESPACIO COMODO, TRANQUILO. EL PRECIO DISMINUYE SI NO REQUIERES EL PARQUEADERO. SE ARRIENDA POR ASEGURADORA, DEBES CUMPLIR CON LOS REQUISITOS",más de 30 años,
192014122.0,Apartamento,1500000.0,4.0,,1.0,,35.0,,0.0,,Apartamento Arriendo 35 mts Cundinamarca BOGOTÁ QUESADA Código Coninsa:73591,,Buen estado
192007131.0,Apartaestudio,2400000.0,4.0,1.0,1.0,1.0,46.0,46.0,2.0,"Ascensor, Balcón, Barra estilo americano, Baño Auxiliar, Baño Independiente, Colegios / Universidades, Gimnasio, Parqueadero Visitantes, Salón Comunal, Supermercados / C.Comerciales, Trans. Público cercano, Zona de lavandería","? ¡Tu nuevo hogar te espera en Galerías, barrio San Luis!?  ¿Buscas comodidad, estilo y excelente ubicación? Este moderno apartamento tipo loft en segundo piso es ideal para ti.  ✨ Características: ✅ 46 m² bien distribuidos ✅ Garaje cubierto para un vehículo ✅ Balcón con excelente iluminación ✅ 2 baños (uno en la habitación principal y un medio baño en la sala) ✅ Walk-in closet ✅ Barra americana en la cocina ✅ Zona de lavandería  ? Áreas sociales y comodidades: ? Salón social y gimnasio ? Parqueadero de visitantes ? Edificio con ascensor  ? Canon: $2.400.000 (administración incluida)  ? Ubicado en Galerías, barrio San Luis , con acceso a comercios, transporte y todo lo que necesitas.  ¡No dejes pasar esta oportunidad! Contáctanos para más información y agenda tu visita. ??✨",9 a 15 años,
191414335.0,Habitación,800000.0,4.0,1.0,1.0,,80.0,20.0,0.0,,Excelente habitación baño privado para persona que trabaje cerca la embajada americana,9 a 15 años,
191693605.0,Apartamento,2900000.0,5.0,2.0,1.0,,45.0,,0.0,,"Renta de  apartaestudios amoblados y sin amoblar  con áreas desde los 30 m2 cuadrados hasta 55 m2 , el edificio cuenta con gimnasio , coworking , lavandería , parqueadero , ubicado en un lugar estratégico de la ciudad , a tres cuadra del Movistar Arena y el Estadio el Campin , cerca del Parque de los Novios , Biblioteca Virgilio barco y Parque Simón Bolivar. Están para estrenar .  El edificio se encuentra ubicado entre la Av NQS y la Carrera 50 , entra la Calle 53 y 63.",,
192048399.0,Apartaestudio,1900000.0,4.0,1.0,1.0,1.0,70.0,70.0,4.0,"Amoblado, Calentador, Citófono, Cocina Integral, Colegios / Universidades, Garaje(s), Instalación de gas, Parqueadero Visitantes, Parques cercanos, Portería / Recepción, Supermercados / C.Comerciales, Trans. Público cercano, Zona de lavandería, Zona Residencial","Se arrienda Apartamento  amoblado con excelente ubicación,para una o dos personas muy acogedor y bastante iluminado, zona residencial,cerca transmilenio agenda tu cita",9 a 15 años,
192039741.0,Apartamento,4171000.0,4.0,3.0,3.0,2.0,130.0,130.0,0.0,"Alcantarillado, Altura libre, Baño Auxiliar, Bombas de gasolina, Cableado de Red, Calentador, Cerca a sector comercial, Cerca centro comercial, Cerca de Zona Urbana, Circuito cerrado de TV, Closet, Cocina Integral, Colegios / Universidades, Comedor, Cómodas vias de acceso, Dotado, En conjunto cerrado, En Edificio, En zona Comercial, En zona residencial, Escalera de Emergencia, Estudio, Garaje / Parqueadero(s), Garaje Cubierto, Hall de Alcobas, Instalación de gas, Parques cercanos, Piso en Baldosa /  Mármol, Piso en Madera, Portería / Recepción, Restaurantes, Servicios independientes, Servicios Públicos, Sobre vía principal, Sobre vía secundaria, Supermercados / C.Comerciales, Terraza, Todos los Servicios, Trans. Público cercano, Ventilación Natural, Vigilancia 24x7, Vigilancia privada 24*7, Zona de lavandería, Zona Residencial, Área Urbana","Excelente apartamento en arriendo barrio Nicolas de federman, Ubicado en un quinto piso, cuenta con 130 mts2, sala comedor en un solo ambiente, 3 habitaciones y un estudio cada una de ellas con closet, 3 baños con calentador a gas, cocina integral con estufa a gas, extractor de humo y muebles superior e inferior, sus pisos son en cerámica y madera laminada, este inmueble se caracteriza por su amplitud, comodidad ofreciendo un ambiente perfecto para toda la familia adicional cuenta con vista panorámica lo que lo convierte en un lugar ideal para vivir. El edificio cuenta con vigilancia 247 y garaje doble cubierto, adicional cuenta con ascensor , se encuentra ubicado cerca de importantes vías de acceso como la CRA30,CL63,CL 53,CR50 .CANON MAS ADMINISTRACIÓN Para mayor información comuníquese con el ejecutivo comercial Juan Genoy al celular o whatsapp 3187355591, a su correo electrónico juan.genoyinmobiliariasaliadas.com 1133-3000005851",16 a 30 años,
191794471.0,Apartamento,1800000.0,3.0,1.0,1.0,,25.0,25.0,0.0,"Calentador, Cerca a sector comercial, Cerca de Zona Urbana, Closet, Cocina Integral, Colegios / Universidades, Cómodas vias de acceso, Instalación de gas, Portería / Vigilancia, Restaurantes, Vigilancia privada 24*7, Zona de lavandería","**Descripción del Apartamento Amoblado en Palermo**  Disfruta de una estancia cómoda y conveniente en nuestro moderno apartamento amoblado, ubicado en el corazón del vibrante barrio de Palermo. Ideal para estancias cortas, este acogedor espacio ofrece todas las comodidades que necesitas para sentirte como en casa.  **Características del Apartamento:** - **Ubicación:** Situado en una zona tranquila y segura de Palermo, con fácil acceso a restaurantes, tiendas, y transporte público. - **Espacios:** El apartamento cuenta con una sala de estar luminosa, una cocina completamente equipada, un dormitorio con cama queen size y un baño moderno. - **Extras:** Lavadora, secadora, y servicio de limpieza semanal disponible bajo petición.  **Ideal para:** - Viajeros de negocios que buscan un lugar tranquilo y bien equipado. - Turistas que desean explorar la ciudad desde una ubicación céntrica. - Parejas que buscan una escapada romántica en un entorno encantador.  ¡Reserva ahora y disfruta de una estancia inolvidable en Palermo!   1162-224",menor a 1 año,
192014893.0,Apartamento,2000000.0,3.0,1.0,1.0,,31.0,,0.0,,Apartamento Arriendo 31 mts Cundinamarca BOGOTÁ EL RECUERDO Código Coninsa:74752,,Buen estado
191950646.0,Apartaestudio,1300000.0,4.0,1.0,1.0,,17.0,17.0,0.0,"Alcantarillado, Ascensor, Bahias de parqueo, Cerca a sector comercial, Cocina Equipada, Cocina Integral, Colegios / Universidades, En Edificio, En zona residencial, Gimnasio, Loft, Parques cercanos, Piso en Baldosa /  Mármol, Piso en Madera, Portería / Vigilancia, Restaurantes, Salón Comunal, Seguridad, Servicios independientes, Servicios Públicos, Sobre vía principal, Sobre vía secundaria, Supermercados / C.Comerciales, Todos los Servicios, Trans. Público cercano, Ventilación Natural, Zona Residencial, Área Urbana","Apartaestudio de 17 metros cuadrados, consta de  área para habitación, cocina integral con estufa eléctrica y un baño completo, pisos en madera laminada. El edificio cuenta con vigilancia, lavandería comunal, salón social, gimnasio, CCTVE y ascensor. 1432-111 GPI. 1432-111",menor a 1 año,
192020786.0,Apartamento,2500000.0,3.0,2.0,3.0,,114.0,114.0,0.0,,"CHAPINERO, apartamento en arriendo, vista interior, 114 M2, cuenta con tres habitaciones, dos baños completos, sala-comedor amplias, cocina semi-integral y zona de lavado independiente. Importante destacar que este inmueble dispone de pisos en parquet, calentador a gas y linda vista al parque del conjunto. El sector de Chapinero es reconocido por su proximidad a universidades, parques, zonas verdes, cómodas vías de acceso, transporte público cercano y además, contar con una amplia oferta de servicios y comercios cercanos. Esta propiedad es perfecta para las familias o estudiantes, que buscan un hogar cómodo con una excelente ubicación en el corazón de la ciudad.",más de 30 años,Excelente estado
191352555.0,Apartamento,1926000.0,3.0,1.0,1.0,,32.0,31.0,2.0,"Amoblado, Ascensor, Barra estilo americano, Calentador, Circuito cerrado de TV, Citófono, Cocina Integral, Colegios / Universidades, Jardín, Loft, Oficina de negocios, Parqueadero Visitantes, Planta Eléctrica, Portería / Recepción, Sala de internet, Supermercados / C.Comerciales, Terraza, Trans. Público cercano, Zona Residencial","AMOBLADO Y COMPLERAMENTE DOTADO Apartamento en un conveniente sector de Bogotá. Internet de 200MB y Administración Incluida. Estrato 3. Para estrenar. Nevera, lavadora, microondas, menaje de cocina. Cerca a la Clínica Palermo y Universidad Nacional. Zonas de Co-working, mascotas y terraza BBQ. Videovigilacia y monitoreo de alarma 24 horas en el edificio.",1 a 8 años,
191504969.0,Casa,6500000.0,4.0,2.0,5.0,,205.0,205.0,1.0,"Balcón, Circuito cerrado de TV, Closet, Depósito / Bodega, Jardines Exteriores, Piso de alta resistencia, Piso en Alfombra, Piso en Baldosa /  Mármol, Puerta de seguridad, Zona de lavandería","¡En el encantador y tradicional sector de San Luis, Teusaquillo, encontrarás esta amplia y agradable casa, en una zona que tiene un gran atractivo para vivir, gracias a su excelente ubicación y cercanía con puntos estratégicos de la capital.   Cuenta con 5 cómodas habitaciones que harán sentir a tu familia como en el hogar que siempre soñaron. Imagina esos momentos únicos en la sala comedor, o disfrutar de un desayuno en la terraza.  La cocina cerrada ofrece toda la funcionalidad que necesitas! Disfruta también de agradables espacios en las habitaciones. El sistema de circuito cerrado brinda ese extra de seguridad que tanto valoras.  No pierdas esta oportunidad de vivir en una de las zonas más codiciadas de Bogotá. En esta casa en Teusaquillo, los días son más felices y las noches más tranquilas. Pide tu cita ahora y ven a descubrir tu próximo hogar. ¡Contáctanos para agendar tu visita!",,
191996046.0,Habitación,800000.0,4.0,1.0,1.0,,24.0,22.0,2.0,,"Alcoba que hace parte  de una casa remodelada  en varias alcobas con entrada independiente , consta de baño privado , cocineta con resistencia eléctrica , nevera tipo bar, zona de lavandería comunal con lavadora , valor 800 K sin cama ó 900K con cama (casa de solo mujeres)",9 a 15 años,
10891008.0,Apartamento,1750000.0,3.0,1.0,1.0,,30.0,30.0,4.0,,"Arriendo hermoso apartaestudio en la Cra 15. No. 52a-06, muy bien ubicado incluye servicios de agua, luz, gas y administración. Al lado del Éxito de 53, zonas comerciales1'750.000. Contrato mínimo 6 meses.  3208528689",16 a 30 años,
191236776.0,Casa,6200000.0,4.0,3.0,1.0,1.0,330.0,330.0,0.0,"Bombas de gasolina, Cerca a sector comercial, Cerca centro comercial, Colegios / Universidades, Cómodas vias de acceso, Estudio, Parques cercanos, Piso en Alfombra, Piso en Madera, Restaurantes, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Ventilación Natural","Casa comercial de cuatro pisos, en el primer piso consta de un parqueadero,zona de star,dos oficinas privadas,baño, en el segundo piso consta de dos oficinas privadas,baño y sala de espera,en el tercer piso consta de tres oficinas privadas,baño,en el cuarto piso, consta de azotea,pisos en madra y alfombra.-11958 469-11958",más de 30 años,
191903627.0,Apartamento,2300000.0,4.0,1.0,1.0,,30.0,30.0,0.0,"Amoblado, Ascensor, Calentador, Cocina Integral, Colegios / Universidades, En conjunto cerrado, Gimnasio, Instalación de gas, Loft, Oficina de negocios, Parqueadero Visitantes, Parques cercanos, Portería / Recepción, Sobre vía principal, Supermercados / C.Comerciales, Trans. Público cercano, Vigilancia, Vista panorámica, Vivienda Multifamiliar, Zona Residencial, Zonas Verdes","Bienvenido al Edificio Avanzza, un coliving pensado para quienes buscan confort, estilo y conveniencia. Este acogedor apartamento de 30 m², completamente amoblado, está diseñado para ofrecerte una experiencia única. Con cocina equipada, baño moderno y una excelente luz natural gracias a su ubicación en el quinto piso, solo necesitas llegar con tu maleta para comenzar a disfrutar. Además, tendrás acceso a amenidades de primer nivel como gimnasio, coworking, salón de juegos, chimenea, zona de lavandería y amplias zonas verdes, todo dentro de un ambiente exclusivo que promueve el bienestar y la productividad.  Ubicado en una zona estratégica de Bogotá, cerca de tiendas, restaurantes, parques y con fácil acceso a transporte público y ciclorutas, vivir en Avanzza es sinónimo de comodidad y conectividad. Por $2.300.000 mensuales (administración incluida), se renta por periodos de 6 meses por $ 2.800.000 ,podrás disfrutar de un estilo de vida completo, rodeado de espacios diseñados para maximizar tu calidad de vida. No es solo un lugar para vivir, es un espacio para disfrutar cada momento al máximo.",menor a 1 año,
191235439.0,Habitación,750000.0,4.0,1.0,1.0,,127.0,26.0,1.0,,Habitación amoblada frente a la embajada Americana cuenta con baño compartido con una persona closets internet de 300 megas televisión de TV y se facilita lavadora.,9 a 15 años,
191993686.0,Habitación,470000.0,5.0,5.0,5.0,,8.0,,2.0,,"Hola contamos con habitaciones en arriendo (Disponibles partir del 3 de marzo)  Ubicadas en : Nicolás de Federman. Cerca de la universidad nacional, excelente sector residencial rodeado de parques, áreas verdes, transporte público cerca.  Calle 55 cra 35/ en la Cra 38 calle 56/ en la calle 62 Cra Cra 35 (con baño compartido) desde $470,000. El canon incluye : servicios públicos/ internet/ acceso a zona de lavado y cocina.  Aseo en áreas comunes de lunes a sábado Más información vía mensaje de WhatsApp 3178075089",1 a 8 años,
191445379.0,Casa,8000000.0,4.0,5.0,9.0,1.0,240.0,240.0,0.0,"Cerca centro comercial, Cocina Integral, Instalación de gas, Piso en Madera, Terraza, Trans. Público cercano, Zona Residencial","Descubre esta majestuosa casa en arriendo con 9 habitaciones y 5 baños, perfecta para familias numerosas o inversionistas. Con 240 metros cuadrados de espacio, ofrece amplitud y comodidad en cada rincón. Además, cuenta con 1 parqueadero para tu conveniencia. Ubicada en una zona privilegiada, esta propiedad es ideal para aquellos que buscan lujo y exclusividad. No pierdas la oportunidad de vivir en este oasis de elegancia por tan solo $8,000,000. ¡Haz de esta casa tu nuevo hogar!",más de 30 años,
